Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
10,10,0.97903466,0.006615415,-0.9882178,0.3476271,1017.1606340215524,5,1019.9638898377522,1017.1606340215524,1015.2078972018612,1.5547051367917288,1.9859977256426107,1.0171606340215524,0.20743246018402067,0.2640479130780056,631,54429,1000,1000.0,1000,0.0,0.9944661,0.0013059749,-0.99123776,0.4353128,1017.0294075469983,1,1017.0294075469983,1017.0294075469983,1017.0294075469983,0.0,1.8962298693343327,1.0170294075469974,0.3044932470901479,0.27607706225331324,228,12000,1000,1000.0,1000,0.0,12000,0.0036809900775551796,11.085236416431144,3.156089915893972,0.8888375200331211,0.010880009969696403,7.0154079713393,0.010295604122802615,128.52609785855748,4.440499469637871e-05,0.1321915239095688,0.8263952136039734,17.857105,3.4083982,-4.4346285,3.3653924,-95.72553,134.33768,94.58194,-6.9470234,32.05547,135.31082,93.76926,-8.443655,32.22538,134.20175,93.92763,-3.182628,32.206,11.925391,10.867791,11000,0.9999883,-0.041462783,-0.99976027,0.72723866,0.5459596,-1.0599889,-2.2408025,0.46034867,1.7262641,0.3858284,0.1063731,0.19027941
11,11,0.9999478,-0.032963283,-0.9999433,0.34889483,336.3573118485986,21,483.0887035195194,336.3573118485986,252.53420323559274,72.47091103293909,3.4423721488252808,1.4203707116067907,0.22795368549434666,0.5203033428236786,652,59402,361,236.8095238095238,173,51.96942237198721,0.9995597,-0.048522327,-0.9990357,0.48978472,296.46635696386556,5,451.1333521753345,296.46635696386556,52.910028855991634,133.64639702303612,3.189097094192053,1.4823317848193278,0.4229929908576933,0.5464035733891132,233,13000,279,200.0,35,88.22244612342145,13000,0.003675631945952773,11.114647052949294,3.1617616571020335,0.8977807289920747,0.01012788899242878,7.032619793899357,0.008640842977911234,139.94761702022515,4.050903953611851e-05,0.14296485483646393,-0.4670863151550293,14.74724,2.759872,-5.4461594,3.0842266,-106.88306,143.90115,103.83234,-6.012678,33.38116,142.81659,104.059814,-1.62923,32.354885,140.52013,104.149895,-0.7784778,32.394287,22.837372,20.116537,12000,0.9998802,-0.032768205,-0.9983489,0.708467,0.2562624,-1.0169412,-2.374693,0.49533167,1.2920917,0.408288,0.09304306,0.20603736
12,12,0.99879336,-0.03234436,-0.9977108,0.3758007,899.8680305201187,5,1037.5149964224693,899.8680305201187,353.0207695896866,273.4242994025258,2.5208986110777305,1.055192343480439,0.4491719642931752,0.223454512929453,657,63666,1000,852.8,264,294.4,0.9987135,-0.033088822,-0.999582,0.559465,334.84346934949826,4,432.19263044183356,334.84346934949826,281.98463970097725,59.324221471872114,3.0295731302425137,1.3393738773979933,0.47228376628700075,0.4666649303726748,237,14000,306,250.0,186,51.94227565288221,14000,0.0037687760777771473,11.084892657352611,3.189369963016361,0.8914826209656894,0.008380136918276548,6.983316191472113,0.008536071982234716,151.33320794184692,3.8896920159459114e-05,0.14523257315158844,0.5164837837219238,15.638291,3.2676888,-5.0423884,3.2628367,-111.88898,151.56488,109.068794,0.07190917,37.04631,148.82922,109.2811,2.8787591,35.75337,149.15318,109.67872,-0.27300504,35.996056,53.88598,53.47165,13000,0.99990755,-0.10906637,-0.99965835,0.7282423,0.13827911,-1.009508,-2.1675355,0.45208174,1.148296,0.4032743,0.11445935,0.18473762
13,13,0.9969329,-0.13955064,-0.9965271,0.4949285,372.0293727979198,26,390.3322924136712,372.0293727979198,357.83549014056894,8.783910266794644,3.349899952602375,1.9716191791165742,0.44161434286215123,0.6304437237828561,683,68572,208,188.69230769230768,174,9.05015610052042,0.9992232,-0.06837778,-0.9996234,0.610778,619.8998374783139,2,819.2807404285875,619.8998374783139,420.5189345280403,199.3809029502736,3.3285943895120074,1.2397996749566285,0.08516400317674455,0.5162757063126445,239,15000,764,500.0,236,264.0,15000,0.004553834907710552,11.22269891668111,3.1819088119082153,0.9004420361015946,0.010127404006198049,7.116180500714108,0.009444966912269592,162.86463980935514,4.1362131014466286e-05,0.13865378499031067,0.15462978184223175,16.132343,3.0782628,-4.4312077,3.2816045,-113.97006,154.3164,111.891525,-0.112191096,37.182423,155.19373,111.96141,6.6487856,37.28933,154.74208,111.67005,4.7483926,37.12556,12.028883,10.66133,14000,0.9995765,-0.081597306,-0.9999432,0.7298885,0.30096582,-0.8994883,-2.4170265,0.465956,1.3511631,0.45089445,0.08918642,0.20066355
14,14,0.9965284,-0.104100525,-0.9978411,0.51200074,386.56611705240454,22,574.7106712958813,386.56611705240454,335.97640547591055,76.29538002767968,3.294231117750855,1.7146077772485686,0.07162786963933608,0.5731009108917553,705,73532,440,225.45454545454547,170,85.73570767333722,0.99796945,-0.11561271,-0.99962133,0.55169594,343.80969924651936,5,420.591877042665,343.80969924651936,190.32495159586557,79.9385731496331,3.385917712238404,1.7190484962325971,0.4943668945591255,0.5892416696859366,244,16000,255,200.0,132,40.58571177150895,16000,0.004243491915985942,11.275163086364046,3.188958154991269,0.906927787931636,0.00995781016536057,7.1562011516653,0.008834906853735447,174.45178630948067,3.978284075856209e-05,0.12134135514497757,0.774030327796936,18.626093,3.3669872,-4.751643,3.300543,-118.19818,159.24756,116.18916,-0.54911566,38.102966,159.74849,116.22336,-14.990743,37.318237,158.637,116.422516,-9.508168,37.32268,23.397247,18.469418,15000,0.9999913,-0.065756716,-0.99980766,0.6998384,0.31599534,-1.0714993,-2.6617,0.5035004,1.3716239,0.38626027,0.069829404,0.18612702
15,15,0.99829066,-0.08159424,-0.9948602,0.39240813,326.3183742944283,24,467.59837897201834,326.3183742944283,230.2436320151636,91.14161165067591,3.355353120779179,1.6025457301138284,0.5421347795050093,0.4848595097464409,729,78419,322,203.625,129,58.60020797744663,0.9998101,-0.06831586,-0.99846274,0.5214968,279.948418336347,6,493.7132775908585,279.948418336347,41.05967510472139,142.64470312894716,3.407898223083731,1.6796905100180821,0.4964763065436616,0.5033065428470083,250,17000,309,166.66666666666666,30,96.56201231448226,17000,0.0038853948935866356,11.012233273591846,3.140324612148106,0.9010874188970774,0.012349338037893176,6.945778991561383,0.008762751007452607,185.76646600896493,4.4767046347260475e-05,0.11369860917329788,-0.3887961208820343,13.728874,2.8211777,-3.1663654,2.6681712,-123.79622,165.01595,120.545456,-0.15317166,36.107258,166.90134,121.750206,-10.335155,35.799862,166.95927,121.75839,-7.547186,35.74138,70.30275,69.25785,16000,0.9999648,-0.075073294,-0.9996592,0.68934053,0.5299363,-1.1322347,-2.35713,0.47093743,1.6988242,0.35984412,0.09469159,0.17620075
16,16,0.9999667,-0.051645804,-0.999399,0.47180566,310.33875748777496,24,411.8735581411956,310.33875748777496,191.7871418377479,100.4922304446526,2.642620906226414,1.508634834860563,0.5696395693388224,0.3422403848736683,753,83356,293,205.70833333333334,109,85.59423616043834,0.99950194,-0.052458536,-0.9987431,0.5419032,361.46616406568285,4,435.3064397594569,361.46616406568285,171.53682522355615,109.8559177231813,2.6347883265679743,1.4458646562627313,0.5448532754543658,0.34372916551637434,254,18000,316,250.0,88,93.8296328459192,18000,0.004495804198086262,10.995109998621047,3.1249873279593885,0.8938995520584285,0.01128087006509304,6.951749640516937,0.00865659792907536,197.0609917026013,4.020589403808117e-05,0.1140478104352951,-0.11895336210727692,22.075459,2.9452114,-3.232542,2.8913841,-123.73731,169.74138,120.621414,-2.9957356,39.90456,168.47185,121.68355,-6.0445867,38.883286,168.46132,121.82504,-4.478153,38.812725,29.933489,27.729551,17000,0.99999934,-0.0680098,-0.99891466,0.6665994,0.35422415,-1.2434789,-2.5343223,0.49067023,1.4250746,0.32429796,0.07931546,0.16232
17,17,0.99955034,-0.046143856,-0.99818224,0.37019226,300.8278206026595,26,386.5138042246372,300.8278206026595,216.12159262299133,63.34696946212247,2.625135578399995,1.5929782761036957,0.6134518185425679,0.3525690248991737,779,88266,267,188.84615384615384,122,57.28719302956902,0.9998407,-0.040367667,-0.99448293,0.4946308,282.7592902202444,6,354.2455212817507,282.7592902202444,230.35813269115692,49.096974649803535,2.7878558063175976,1.696555741321466,0.5769113407688189,0.44724946517094594,260,19000,239,166.66666666666666,109,53.42492135906446,19000,0.004011564888060093,11.009262502659112,3.1304502920247614,0.88452173396945,0.009945177007466555,6.969410918420181,0.010878095170482993,208.37526691146195,4.472117871046066e-05,0.11366510391235352,-0.6175904273986816,21.829891,2.7159848,-4.461515,2.761901,-124.82848,173.96245,123.25955,3.2167935,39.204514,173.45634,123.559326,4.792684,39.561646,175.12737,123.20828,4.589617,39.19633,8.691805,8.447208,18000,0.9999991,0.012449704,-0.9917673,0.6348952,0.23601827,-1.2618097,-2.6751213,0.50192815,1.2661974,0.31974068,0.06889847,0.1589974
18,18,0.98855126,-0.03892356,-0.9991625,0.386353,458.5074537063714,17,480.3645061391589,458.5074537063714,444.2535755108462,9.120316259797054,3.151313199543034,1.559861259357277,0.28408099930380487,0.42868301837136186,796,93263,313,293.94117647058823,281,8.076622679687011,0.99754775,-0.030132188,-0.99995697,0.47780338,412.31447399448734,4,486.6586413300457,412.31447399448734,318.8091908186529,60.13597716796214,3.1235203292074796,1.64925789597795,0.2685360378333606,0.4901294278962378,264,20000,319,250.0,159,57.645468165329355,20000,0.0041796008590608835,11.916605391539633,3.7561984010972083,1.059389604954049,0.01042408891953528,7.0775204305537045,0.008789498126134276,220.61090699839406,0.000103767029941082,0.11294112354516983,0.21390604972839355,17.720705,3.0980818,-5.7661023,3.076313,-128.13716,181.04738,125.81415,-0.268644,44.713764,177.68129,126.06716,-10.185161,44.283062,178.91136,125.911354,-5.2332344,44.51981,13.922057,14.504544,19000,0.99998444,-0.0069725825,-0.99995816,0.66303945,0.22848813,-1.259717,-2.8637238,0.5058946,1.2566986,0.32103625,0.0570559,0.16432127
19,19,0.9992431,-0.10743719,-0.9982373,0.4432985,379.6393285121323,24,420.9064361706723,379.6393285121323,364.8504246014203,11.050863885828408,3.43329881557237,1.9238479485412108,0.6209159773654871,0.6265561662840331,820,97999,236,197.33333333333334,183,10.873004286866726,0.9999243,-0.02940051,-0.999862,0.580674,449.46621971813255,3,584.3347456763372,449.46621971813255,363.11395932977547,96.609282150943,3.538662660272369,1.3483986591543966,-0.3227297461287301,0.68523366167101,267,21000,560,333.3333333333333,214,160.35238971991933,21000,0.003567870007827878,11.058129726909101,3.1746080659795552,0.8987439479678869,0.00941378902643919,6.962752550607547,0.008997314143925905,231.97554076835513,4.618917591869831e-05,0.11097926646471024,-0.3945339024066925,16.292578,2.8205369,-3.5763543,2.6709359,-132.06555,176.65576,130.25366,2.2053888,40.985737,182.24112,130.80742,2.7904525,40.430424,180.719,130.5444,2.3744674,40.179005,43.076008,41.108994,20000,0.9999686,0.0021241717,-0.999676,0.6687595,0.50803864,-1.2747253,-2.6539068,0.49343273,1.6620282,0.31450856,0.07037573,0.15996324
